答卷编号,IP地址,来源,昵称(微信),性别(微信),城市(微信),分值,开始时间,结束时间,状态
1468,180.155.225.127,,,,,150,2015-03-28 11:21:56,2015-03-28 11:23:15,正常完成
1469,123.151.42.52,,,,,68,2015-03-28 11:00:50,2015-03-28 11:23:32,正常完成
1470,101.226.125.114,,,,,152,2015-03-28 11:21:41,2015-03-28 11:23:55,正常完成
1471,101.226.125.117,,,,,77,2015-03-28 11:23:11,2015-03-28 11:25:36,正常完成
1472,123.151.153.36,,,,,197,2015-03-28 11:26:52,2015-03-28 11:28:37,正常完成
1473,1.183.18.32,,,,,29,2015-03-28 11:27:04,2015-03-28 11:28:37,正常完成
1474,106.44.111.32,,,,,69,2015-03-28 11:27:00,2015-03-28 11:28:48,正常完成
1475,1.183.18.32,,,,,29,2015-03-28 11:29:15,2015-03-28 11:30:08,正常完成
1476,101.226.61.142,,,,,60,2015-03-28 11:30:42,2015-03-28 11:33:00,正常完成
1477,101.226.125.18,,,,,76,2015-03-28 11:33:03,2015-03-28 11:35:46,正常完成
1478,113.4.77.23,,,,,47,2015-03-28 11:33:07,2015-03-28 11:36:07,正常完成
1479,101.226.125.18,,,,,178,2015-03-28 11:30:58,2015-03-28 11:36:20,正常完成
1480,101.226.125.19,,,,,129,2015-03-28 11:36:51,2015-03-28 11:38:21,正常完成
1481,111.37.1.26,,,,,186,2015-03-28 11:37:42,2015-03-28 11:39:47,正常完成
1482,101.226.61.181,,,,,138,2015-03-28 11:37:36,2015-03-28 11:39:59,正常完成
1483,112.80.140.17,,,,,170,2015-03-28 11:38:15,2015-03-28 11:40:01,正常完成
1484,1.57.59.220,,,,,129,2015-03-28 11:40:35,2015-03-28 11:41:50,正常完成
1485,218.202.111.42,,,,,160,2015-03-28 11:38:53,2015-03-28 11:42:44,正常完成
1486,223.95.109.41,,,,,52,2015-03-28 11:40:44,2015-03-28 11:43:51,正常完成
1487,175.17.84.10,,,,,126,2015-03-28 11:43:07,2015-03-28 11:44:53,正常完成
1488,112.224.69.162,,,,,149,2015-03-28 11:45:15,2015-03-28 11:46:53,正常完成
1489,180.153.81.159,,,,,166,2015-03-28 11:45:26,2015-03-28 11:47:14,正常完成
1490,14.17.34.237,,,,,160,2015-03-28 11:46:38,2015-03-28 11:49:25,正常完成
1491,123.151.42.57,,,,,153,2015-03-28 11:45:36,2015-03-28 11:49:51,正常完成
1492,101.226.68.141,,,,,70,2015-03-28 11:47:42,2015-03-28 11:50:01,正常完成
1493,218.202.111.34,,,,,146,2015-03-28 11:48:01,2015-03-28 11:52:02,正常完成
1494,101.226.61.190,,,,,169,2015-03-28 11:47:44,2015-03-28 11:52:05,正常完成
1495,180.159.194.84,,,,,166,2015-03-28 11:50:41,2015-03-28 11:52:32,正常完成
1496,101.226.125.119,,,,,146,2015-03-28 11:49:32,2015-03-28 11:52:35,正常完成
1497,106.39.110.8,,,,,185,2015-03-28 11:51:20,2015-03-28 11:53:30,正常完成
1498,122.136.52.106,,,,,38,2015-03-28 11:52:17,2015-03-28 11:54:00,正常完成
1499,101.226.61.186,,,,,124,2015-03-28 11:50:28,2015-03-28 11:54:18,正常完成
1500,117.136.9.250,,,,,74,2015-03-28 11:51:56,2015-03-28 11:54:40,正常完成
1501,117.136.5.157,,,,,43,2015-03-28 11:51:25,2015-03-28 11:54:51,正常完成
1502,101.226.125.116,,,,,81,2015-03-28 11:50:37,2015-03-28 11:57:08,正常完成
1503,101.226.125.115,,,,,166,2015-03-28 11:54:14,2015-03-28 11:57:39,正常完成
1504,117.136.46.94,,,,,132,2015-03-28 11:51:51,2015-03-28 11:58:13,正常完成
1505,101.226.61.193,,,,,147,2015-03-28 11:56:09,2015-03-28 11:58:41,正常完成
1506,123.151.42.52,,,,,23,2015-03-28 11:56:42,2015-03-28 11:59:41,正常完成
1507,106.39.110.21,,,,,174,2015-03-28 11:57:24,2015-03-28 11:59:43,正常完成
1508,101.226.61.189,,,,,174,2015-03-28 11:56:37,2015-03-28 11:59:44,正常完成
1509,122.96.31.14,,,,,157,2015-03-28 11:56:04,2015-03-28 12:00:45,正常完成
1510,58.212.229.45,,,,,162,2015-03-28 11:59:43,2015-03-28 12:01:00,正常完成
1511,120.23.0.194,,,,,163,2015-03-28 11:58:23,2015-03-28 12:02:29,正常完成
1512,118.212.209.60,,,,,28,2015-03-28 08:24:12,2015-03-28 12:03:11,正常完成
1513,101.226.61.189,,,,,145,2015-03-28 12:01:45,2015-03-28 12:03:51,正常完成
1514,175.167.136.66,,,,,65,2015-03-28 12:00:58,2015-03-28 12:04:20,正常完成
1515,202.229.231.81,,,,,158,2015-03-28 12:03:52,2015-03-28 12:04:40,正常完成
1516,106.38.217.72,,,,,142,2015-03-28 12:02:41,2015-03-28 12:04:56,正常完成
1517,123.151.139.155,,,,,135,2015-03-28 12:03:41,2015-03-28 12:05:05,正常完成
1518,113.5.2.39,,,,,178,2015-03-28 12:02:46,2015-03-28 12:05:14,正常完成
1519,124.127.123.60,,,,,169,2015-03-28 12:02:15,2015-03-28 12:05:15,正常完成
1520,113.5.2.1,,,,,58,2015-03-28 12:04:42,2015-03-28 12:06:25,正常完成
1521,222.74.69.66,,,,,140,2015-03-28 12:05:32,2015-03-28 12:06:58,正常完成
1522,223.104.3.202,,,,,165,2015-03-28 12:06:31,2015-03-28 12:08:07,正常完成
1523,111.40.194.149,,,,,55,2015-03-28 12:04:32,2015-03-28 12:08:10,正常完成
1524,123.151.42.57,,,,,154,2015-03-28 12:05:07,2015-03-28 12:08:14,正常完成
1525,101.226.61.186,,,,,55,2015-03-28 12:08:29,2015-03-28 12:09:56,正常完成
1526,223.104.3.202,,,,,35,2015-03-28 12:08:35,2015-03-28 12:10:54,正常完成
1527,101.226.61.190,,,,,124,2015-03-28 12:10:22,2015-03-28 12:11:15,正常完成
1528,219.143.7.20,,,,,134,2015-03-28 12:10:33,2015-03-28 12:11:49,正常完成
1529,182.106.195.53,,,,,161,2015-03-28 12:10:16,2015-03-28 12:12:41,正常完成
1530,1.61.214.161,,,,,149,2015-03-28 12:09:03,2015-03-28 12:13:09,正常完成
1531,101.226.114.166,,,,,176,2015-03-28 12:10:54,2015-03-28 12:13:50,正常完成
1532,125.211.210.203,,,,,155,2015-03-28 12:11:57,2015-03-28 12:14:01,正常完成
1533,101.226.61.190,,,,,43,2015-03-28 12:15:17,2015-03-28 12:15:54,正常完成
1534,101.226.114.166,,,,,49,2015-03-28 12:14:36,2015-03-28 12:16:19,正常完成
1535,111.196.17.166,,,,,158,2015-03-28 12:15:31,2015-03-28 12:16:47,正常完成
1536,14.17.37.72,,,,,159,2015-03-28 12:15:44,2015-03-28 12:17:17,正常完成
1537,123.151.12.152,,,,,171,2015-03-28 12:16:49,2015-03-28 12:19:19,正常完成
1538,211.140.18.106,,,,,49,2015-03-28 12:17:25,2015-03-28 12:20:21,正常完成
1539,183.61.32.59,,,,,153,2015-03-28 12:18:02,2015-03-28 12:20:39,正常完成
1540,101.226.114.166,,,,,64,2015-03-28 12:19:02,2015-03-28 12:21:17,正常完成
1541,111.196.248.193,,,,,61,2015-03-28 12:19:57,2015-03-28 12:21:32,正常完成
1542,122.96.35.91,,,,,141,2015-03-28 12:21:25,2015-03-28 12:22:23,正常完成
1543,123.151.176.198,,,,,41,2015-03-28 12:21:07,2015-03-28 12:22:28,正常完成
1544,101.226.125.17,,,,,153,2015-03-28 12:21:13,2015-03-28 12:23:09,正常完成
1545,125.211.39.160,,,,,34,2015-03-28 12:21:32,2015-03-28 12:23:37,正常完成
1546,183.13.151.35,,,,,164,2015-03-28 12:21:47,2015-03-28 12:24:20,正常完成
1547,61.164.116.182,,,,,150,2015-03-28 12:22:38,2015-03-28 12:24:34,正常完成
1548,101.226.61.193,,,,,163,2015-03-28 12:22:36,2015-03-28 12:24:55,正常完成
1549,101.226.125.15,,,,,87,2015-03-28 12:24:42,2015-03-28 12:26:03,正常完成
1550,49.66.134.77,,,,,138,2015-03-28 12:25:33,2015-03-28 12:26:56,正常完成
1551,123.151.38.94,,,,,168,2015-03-28 12:26:37,2015-03-28 12:28:10,正常完成
1552,49.66.134.77,,,,,173,2015-03-28 12:27:22,2015-03-28 12:28:18,正常完成
1553,101.226.125.115,,,,,59,2015-03-28 12:28:38,2015-03-28 12:29:20,正常完成
1554,1.58.79.69,,,,,63,2015-03-28 12:27:19,2015-03-28 12:29:47,正常完成
1555,101.226.89.191,,,,,184,2015-03-28 12:27:42,2015-03-28 12:29:50,正常完成
1556,117.136.45.130,,,,,45,2015-03-28 12:28:44,2015-03-28 12:30:45,正常完成
1557,180.153.81.159,,,,,166,2015-03-28 12:30:30,2015-03-28 12:31:17,正常完成
1558,101.226.125.119,,,,,58,2015-03-28 12:29:34,2015-03-28 12:31:29,正常完成
1559,123.151.42.50,,,,,172,2015-03-28 12:30:31,2015-03-28 12:31:34,正常完成
1560,101.226.89.193,,,,,47,2015-03-28 12:30:30,2015-03-28 12:32:14,正常完成
1561,106.40.14.53,,,,,63,2015-03-28 12:31:36,2015-03-28 12:33:21,正常完成
1562,61.167.75.243,,,,,136,2015-03-28 12:29:06,2015-03-28 12:34:01,正常完成
1563,223.104.4.137,,,,,166,2015-03-28 12:29:01,2015-03-28 12:34:14,正常完成
1564,223.104.5.132,,,,,144,2015-03-28 12:33:21,2015-03-28 12:34:43,正常完成
1565,218.202.111.34,,,,,177,2015-03-28 12:33:21,2015-03-28 12:37:10,正常完成
1566,117.136.0.182,,,,,176,2015-03-28 12:33:14,2015-03-28 12:37:32,正常完成
1567,106.39.222.105,,,,,44,2015-03-28 12:36:08,2015-03-28 12:37:50,正常完成
1568,123.151.12.154,,,,,183,2015-03-28 12:32:30,2015-03-28 12:39:11,正常完成
1569,113.76.211.161,,,,,168,2015-03-28 12:37:56,2015-03-28 12:39:40,正常完成
1570,111.37.107.209,,,,,152,2015-03-28 12:39:14,2015-03-28 12:41:27,正常完成
1571,218.202.111.42,,,,,143,2015-03-28 12:40:06,2015-03-28 12:42:15,正常完成
1572,123.151.42.46,,,,,136,2015-03-28 12:41:16,2015-03-28 12:42:56,正常完成
1573,1.189.209.162,,,,,152,2015-03-28 12:42:30,2015-03-28 12:44:47,正常完成
1574,223.78.105.179,,,,,170,2015-03-28 12:43:32,2015-03-28 12:46:10,正常完成
1575,111.127.69.212,,,,,164,2015-03-28 12:42:48,2015-03-28 12:46:38,正常完成
1576,101.226.125.14,,,,,155,2015-03-28 12:45:52,2015-03-28 12:47:42,正常完成
1577,223.78.115.6,,,,,173,2015-03-28 12:46:50,2015-03-28 12:47:53,正常完成
1578,123.151.42.49,,,,,48,2015-03-28 12:50:01,2015-03-28 12:51:24,正常完成
1579,180.99.142.42,,,,,55,2015-03-28 12:49:41,2015-03-28 12:51:27,正常完成
1580,121.237.112.38,,,,,41,2015-03-28 12:49:39,2015-03-28 12:52:02,正常完成
1581,101.226.125.115,,,,,151,2015-03-28 12:25:14,2015-03-28 12:54:40,正常完成
1582,121.57.12.246,,,,,134,2015-03-28 12:54:45,2015-03-28 12:55:11,正常完成
1583,120.20.11.79,,,,,47,2015-03-28 12:53:49,2015-03-28 12:56:00,正常完成
1584,101.226.125.119,,,,,138,2015-03-28 12:55:32,2015-03-28 12:56:53,正常完成
1585,120.20.11.79,,,,,160,2015-03-28 12:56:47,2015-03-28 12:57:44,正常完成
1586,180.166.70.234,,,,,163,2015-03-28 12:58:38,2015-03-28 13:00:50,正常完成
1587,120.20.11.79,,,,,59,2015-03-28 12:58:28,2015-03-28 13:01:21,正常完成
1588,221.131.143.50,,,,,157,2015-03-28 13:01:14,2015-03-28 13:03:30,正常完成
1589,123.151.153.36,,,,,168,2015-03-28 13:02:50,2015-03-28 13:04:25,正常完成
1590,223.104.3.188,,,,,34,2015-03-28 13:04:02,2015-03-28 13:05:54,正常完成
1591,180.98.5.244,,,,,44,2015-03-28 13:05:33,2015-03-28 13:06:57,正常完成
1592,101.226.125.118,,,,,175,2015-03-28 13:04:31,2015-03-28 13:06:58,正常完成
1593,101.226.61.189,,,,,159,2015-03-28 13:04:34,2015-03-28 13:07:01,正常完成
1594,180.109.8.53,,,,,58,2015-03-28 13:04:56,2015-03-28 13:07:21,正常完成
1595,101.36.72.172,,,,,49,2015-03-28 13:07:18,2015-03-28 13:08:38,正常完成
1596,101.226.61.190,,,,,137,2015-03-28 13:04:37,2015-03-28 13:08:56,正常完成
1597,117.136.45.152,,,,,169,2015-03-28 13:07:03,2015-03-28 13:09:36,正常完成
1598,121.237.129.1,,,,,47,2015-03-28 13:08:36,2015-03-28 13:10:24,正常完成
1599,112.225.32.243,,,,,61,2015-03-28 13:08:37,2015-03-28 13:11:47,正常完成
1600,58.18.107.178,,,,,46,2015-03-28 13:13:20,2015-03-28 13:14:08,正常完成
1601,218.202.111.34,,,,,173,2015-03-28 13:16:20,2015-03-28 13:19:29,正常完成
1602,121.237.169.210,,,,,129,2015-03-28 13:18:44,2015-03-28 13:19:30,正常完成
1603,49.74.254.197,,,,,47,2015-03-28 13:17:08,2015-03-28 13:19:31,正常完成
1604,123.151.42.49,,,,,57,2015-03-28 13:18:21,2015-03-28 13:22:56,正常完成
1605,123.151.12.154,,,,,161,2015-03-28 13:24:22,2015-03-28 13:26:44,正常完成
1606,218.202.111.34,,,,,82,2015-03-28 13:22:38,2015-03-28 13:27:18,正常完成
1607,111.126.198.241,,,,,41,2015-03-28 13:25:07,2015-03-28 13:27:25,正常完成
1608,111.161.57.49,,,,,54,2015-03-28 13:25:44,2015-03-28 13:28:45,正常完成
1609,111.126.198.241,,,,,135,2015-03-28 13:27:54,2015-03-28 13:28:46,正常完成
1610,123.151.38.94,,,,,146,2015-03-28 13:26:38,2015-03-28 13:29:47,正常完成
1611,61.159.87.97,,,,,169,2015-03-28 13:27:12,2015-03-28 13:30:05,正常完成
1612,218.202.111.42,,,,,32,2015-03-28 13:27:10,2015-03-28 13:30:11,正常完成
1613,14.17.37.143,,,,,52,2015-03-28 13:28:26,2015-03-28 13:30:16,正常完成
1614,218.202.111.34,,,,,37,2015-03-28 13:31:21,2015-03-28 13:32:45,正常完成
1615,218.202.111.42,,,,,147,2015-03-28 13:30:48,2015-03-28 13:32:48,正常完成
1616,101.226.125.120,,,,,168,2015-03-28 13:30:58,2015-03-28 13:33:02,正常完成
1617,119.163.82.220,,,,,72,2015-03-28 13:32:57,2015-03-28 13:35:23,正常完成
1618,180.99.101.36,,,,,156,2015-03-28 13:30:25,2015-03-28 13:37:39,正常完成
1619,61.164.116.185,,,,,178,2015-03-28 13:36:34,2015-03-28 13:38:38,正常完成
1620,101.226.125.15,,,,,50,2015-03-28 13:36:37,2015-03-28 13:40:15,正常完成
1621,123.151.42.47,,,,,48,2015-03-28 13:38:29,2015-03-28 13:41:26,正常完成
1622,202.99.224.245,,,,,156,2015-03-28 13:40:37,2015-03-28 13:42:25,正常完成
1623,218.202.111.42,,,,,73,2015-03-28 13:40:36,2015-03-28 13:43:06,正常完成
1624,60.217.135.94,,,,,173,2015-03-28 13:42:54,2015-03-28 13:44:49,正常完成
1625,175.17.196.119,,,,,126,2015-03-28 13:43:32,2015-03-28 13:46:21,正常完成
1626,117.136.35.1,,,,,46,2015-03-28 13:44:00,2015-03-28 13:46:27,正常完成
1627,101.226.125.119,,,,,152,2015-03-28 13:44:34,2015-03-28 13:47:25,正常完成
1628,111.161.57.31,,,,,123,2015-03-28 13:43:43,2015-03-28 13:48:50,正常完成
1629,117.136.75.78,,,,,32,2015-03-28 13:48:53,2015-03-28 13:51:09,正常完成
1630,218.202.111.34,,,,,152,2015-03-28 13:51:14,2015-03-28 13:53:18,正常完成
1631,117.136.45.151,,,,,123,2015-03-28 13:52:57,2015-03-28 13:54:15,正常完成
1632,101.226.125.113,,,,,172,2015-03-28 13:52:55,2015-03-28 13:55:16,正常完成
1633,117.136.45.151,,,,,117,2015-03-28 13:54:47,2015-03-28 13:55:25,正常完成
1634,117.136.45.151,,,,,117,2015-03-28 13:55:45,2015-03-28 13:56:05,正常完成
1635,14.17.37.145,,,,,129,2015-03-28 13:53:09,2015-03-28 13:56:17,正常完成
1636,218.202.111.43,,,,,41,2015-03-28 13:53:53,2015-03-28 13:56:59,正常完成
1637,112.224.21.252,,,,,29,2015-03-28 13:54:56,2015-03-28 13:57:16,正常完成
1638,117.136.45.129,,,,,50,2015-03-28 13:56:11,2015-03-28 13:57:33,正常完成
1639,117.136.45.129,,,,,32,2015-03-28 13:57:47,2015-03-28 13:58:15,正常完成
1640,101.226.125.109,,,,,72,2015-03-28 13:57:16,2015-03-28 13:59:11,正常完成
1641,101.226.125.113,,,,,139,2015-03-28 13:57:10,2015-03-28 13:59:39,正常完成
1642,182.131.12.12,,,,,43,2015-03-28 13:59:41,2015-03-28 14:02:30,正常完成
1643,180.102.221.71,,,,,63,2015-03-28 14:02:24,2015-03-28 14:03:21,正常完成
1644,180.98.67.215,,,,,66,2015-03-28 13:59:58,2015-03-28 14:03:22,正常完成
1645,101.226.69.112,,,,,65,2015-03-28 14:02:55,2015-03-28 14:05:10,正常完成
1646,117.136.45.155,,,,,46,2015-03-28 14:04:23,2015-03-28 14:05:51,正常完成
1647,117.136.45.155,,,,,36,2015-03-28 14:06:23,2015-03-28 14:07:19,正常完成
1648,124.166.231.150,,,,,44,2015-03-28 14:08:48,2015-03-28 14:09:54,正常完成
1649,123.151.139.155,,,,,143,2015-03-28 14:06:35,2015-03-28 14:10:49,正常完成
1650,123.151.176.198,,,,,135,2015-03-28 14:09:50,2015-03-28 14:11:38,正常完成
1651,111.127.148.91,,,,,169,2015-03-28 14:10:46,2015-03-28 14:12:18,正常完成
1652,117.136.77.105,,,,,67,2015-03-28 14:11:57,2015-03-28 14:13:36,正常完成
1653,113.120.92.237,,,,,168,2015-03-28 14:13:25,2015-03-28 14:16:06,正常完成
1654,123.151.153.35,,,,,58,2015-03-28 14:15:26,2015-03-28 14:17:04,正常完成
1655,123.151.176.198,,,,,158,2015-03-28 14:15:37,2015-03-28 14:17:41,正常完成
1656,219.133.40.14,,,,,176,2015-03-28 14:13:28,2015-03-28 14:17:44,正常完成
1657,1.30.136.12,,,,,166,2015-03-28 14:14:26,2015-03-28 14:18:05,正常完成
1658,111.161.57.49,,,,,141,2015-03-28 14:17:39,2015-03-28 14:18:33,正常完成
1659,101.226.125.114,,,,,49,2015-03-28 14:15:52,2015-03-28 14:19:27,正常完成
1660,1.58.80.173,,,,,140,2015-03-28 14:19:10,2015-03-28 14:21:52,正常完成
1661,60.16.222.29,,,,,129,2015-03-28 14:19:58,2015-03-28 14:22:01,正常完成
1662,218.202.111.34,,,,,156,2015-03-28 14:19:56,2015-03-28 14:22:12,正常完成
1663,123.151.153.36,,,,,75,2015-03-28 14:17:32,2015-03-28 14:22:16,正常完成
1664,119.166.97.90,,,,,159,2015-03-28 14:23:17,2015-03-28 14:25:36,正常完成
1665,222.94.229.120,,,,,163,2015-03-28 14:23:01,2015-03-28 14:25:37,正常完成
1666,113.4.77.239,,,,,186,2015-03-28 14:23:52,2015-03-28 14:26:14,正常完成
1667,218.202.111.43,,,,,66,2015-03-28 14:23:58,2015-03-28 14:26:37,正常完成
1668,101.226.89.14,,,,,171,2015-03-28 14:23:44,2015-03-28 14:27:04,正常完成
1669,101.226.125.116,,,,,164,2015-03-28 14:26:16,2015-03-28 14:29:37,正常完成
1670,123.151.42.48,,,,,134,2015-03-28 14:27:57,2015-03-28 14:30:03,正常完成
1671,114.232.155.222,,,,,145,2015-03-28 14:29:57,2015-03-28 14:31:43,正常完成
1672,123.151.64.142,,,,,167,2015-03-28 14:30:30,2015-03-28 14:33:14,正常完成
1673,117.136.8.199,,,,,50,2015-03-28 14:31:54,2015-03-28 14:33:25,正常完成
1674,101.226.69.109,,,,,46,2015-03-28 14:31:54,2015-03-28 14:34:06,正常完成
1675,120.204.218.188,,,,,158,2015-03-28 14:33:17,2015-03-28 14:35:59,正常完成
1676,101.226.68.141,,,,,174,2015-03-28 14:34:04,2015-03-28 14:36:35,正常完成
1677,116.112.56.20,,,,,147,2015-03-28 14:35:54,2015-03-28 14:37:52,正常完成
1678,111.161.57.49,,,,,28,2015-03-28 14:35:58,2015-03-28 14:37:56,正常完成
1679,221.215.196.246,,,,,148,2015-03-28 14:37:46,2015-03-28 14:39:08,正常完成
1680,117.136.46.15,,,,,157,2015-03-28 14:37:21,2015-03-28 14:39:24,正常完成
1681,115.238.240.133,,,,,182,2015-03-28 14:38:29,2015-03-28 14:40:08,正常完成
1682,49.77.188.219,,,,,147,2015-03-28 14:40:46,2015-03-28 14:41:36,正常完成
1683,123.151.64.142,,,,,32,2015-03-28 14:40:59,2015-03-28 14:42:29,正常完成
1684,1.28.57.117,,,,,172,2015-03-28 14:40:36,2015-03-28 14:42:44,正常完成
1685,153.119.167.3,,,,,168,2015-03-28 14:41:18,2015-03-28 14:43:36,正常完成
1686,110.16.178.151,,,,,164,2015-03-28 14:43:13,2015-03-28 14:45:13,正常完成
1687,180.153.81.159,,,,,165,2015-03-28 14:34:39,2015-03-28 14:45:59,正常完成
1688,123.151.64.143,,,,,149,2015-03-28 14:46:17,2015-03-28 14:47:05,正常完成
1689,123.151.42.50,,,,,148,2015-03-28 14:46:13,2015-03-28 14:48:14,正常完成
1690,153.119.216.42,,,,,174,2015-03-28 14:46:34,2015-03-28 14:48:38,正常完成
1691,101.226.125.116,,,,,160,2015-03-28 14:47:57,2015-03-28 14:49:01,正常完成
1692,223.104.5.146,,,,,44,2015-03-28 14:48:39,2015-03-28 14:51:47,正常完成
1693,101.226.125.113,,,,,175,2015-03-28 14:49:42,2015-03-28 14:52:20,正常完成
1694,123.151.139.155,,,,,144,2015-03-28 14:49:16,2015-03-28 14:53:29,正常完成
1695,101.226.125.17,,,,,144,2015-03-28 14:51:54,2015-03-28 14:53:38,正常完成
1696,117.136.45.128,,,,,45,2015-03-28 14:52:55,2015-03-28 14:55:25,正常完成
1697,222.74.228.13,,,,,46,2015-03-28 14:53:47,2015-03-28 14:55:48,正常完成
1698,117.136.45.143,,,,,144,2015-03-28 14:55:04,2015-03-28 14:56:17,正常完成
1699,110.17.228.178,,,,,55,2015-03-28 14:52:22,2015-03-28 14:58:25,正常完成
1700,101.226.125.116,,,,,151,2015-03-28 14:56:52,2015-03-28 14:59:23,正常完成
1701,123.151.139.155,,,,,145,2015-03-28 14:59:40,2015-03-28 15:02:02,正常完成
1702,111.26.27.27,,,,,53,2015-03-28 15:01:16,2015-03-28 15:02:37,正常完成
1703,49.77.188.219,,,,,172,2015-03-28 15:01:26,2015-03-28 15:03:37,正常完成
1704,123.151.139.155,,,,,153,2015-03-28 15:06:31,2015-03-28 15:07:59,正常完成
1705,27.213.22.213,,,,,23,2015-03-28 15:06:50,2015-03-28 15:08:33,正常完成
1706,123.151.42.57,,,,,165,2015-03-28 15:05:55,2015-03-28 15:08:45,正常完成
1707,123.151.12.154,,,,,56,2015-03-28 15:07:02,2015-03-28 15:08:49,正常完成
1708,219.148.187.123,,,,,181,2015-03-28 15:05:05,2015-03-28 15:09:35,正常完成
1709,101.226.61.190,,,,,53,2015-03-28 15:09:24,2015-03-28 15:10:03,正常完成
1710,218.85.240.72,,,,,153,2015-03-28 15:09:43,2015-03-28 15:12:49,正常完成
1711,111.161.57.31,,,,,162,2015-03-28 15:12:06,2015-03-28 15:13:44,正常完成
1712,218.202.111.42,,,,,62,2015-03-28 15:11:24,2015-03-28 15:14:47,正常完成
1713,116.2.236.12,,,,,132,2015-03-28 15:10:31,2015-03-28 15:15:05,正常完成
1714,123.151.12.154,,,,,162,2015-03-28 15:15:38,2015-03-28 15:20:11,正常完成
1715,49.74.51.237,,,,,53,2015-03-28 15:19:37,2015-03-28 15:21:12,正常完成
1716,111.161.57.49,,,,,160,2015-03-28 15:19:59,2015-03-28 15:22:23,正常完成
1717,118.187.27.30,,,,,146,2015-03-28 15:21:22,2015-03-28 15:23:38,正常完成
1718,123.151.64.143,,,,,170,2015-03-28 15:21:24,2015-03-28 15:25:40,正常完成
1719,114.242.250.11,,,,,141,2015-03-28 15:24:29,2015-03-28 15:27:03,正常完成
1720,111.161.57.31,,,,,154,2015-03-28 15:30:05,2015-03-28 15:31:41,正常完成
1721,101.226.61.184,,,,,171,2015-03-28 15:30:03,2015-03-28 15:32:48,正常完成
1722,101.226.125.17,,,,,153,2015-03-28 15:28:46,2015-03-28 15:33:07,正常完成
1723,101.226.125.114,,,,,170,2015-03-28 15:35:47,2015-03-28 15:38:17,正常完成
1724,61.132.63.53,,,,,156,2015-03-28 15:39:05,2015-03-28 15:40:52,正常完成
1725,218.202.111.43,,,,,166,2015-03-28 15:44:18,2015-03-28 15:47:12,正常完成
1726,218.202.111.34,,,,,146,2015-03-28 15:42:55,2015-03-28 15:47:32,正常完成
1727,218.202.111.43,,,,,146,2015-03-28 15:48:53,2015-03-28 15:49:39,正常完成
1728,123.151.42.48,,,,,180,2015-03-28 15:47:56,2015-03-28 15:50:31,正常完成
1729,123.151.153.36,,,,,171,2015-03-28 15:49:39,2015-03-28 15:53:13,正常完成
1730,101.226.125.116,,,,,154,2015-03-28 15:50:57,2015-03-28 15:53:29,正常完成
1731,221.220.177.140,,,,,129,2015-03-28 15:51:51,2015-03-28 15:53:34,正常完成
1732,218.58.251.226,,,,,67,2015-03-28 15:52:07,2015-03-28 15:54:16,正常完成
1733,111.17.195.235,,,,,188,2015-03-28 15:51:39,2015-03-28 15:54:17,正常完成
1734,117.136.35.21,,,,,155,2015-03-28 15:49:38,2015-03-28 15:54:22,正常完成
1735,112.224.67.94,,,,,67,2015-03-28 15:52:41,2015-03-28 15:55:07,正常完成
1736,123.151.42.57,,,,,184,2015-03-28 15:53:59,2015-03-28 15:56:42,正常完成
1737,58.213.28.102,,,,,154,2015-03-28 15:54:48,2015-03-28 15:57:44,正常完成
1738,218.202.111.42,,,,,141,2015-03-28 15:55:02,2015-03-28 15:58:04,正常完成
1739,218.202.111.43,,,,,159,2015-03-28 15:56:47,2015-03-28 15:58:20,正常完成
1740,221.3.119.13,,,,,144,2015-03-28 15:57:38,2015-03-28 15:59:18,正常完成
1741,218.202.111.42,,,,,135,2015-03-28 15:59:32,2015-03-28 16:00:11,正常完成
1742,218.202.111.34,,,,,157,2015-03-28 15:58:46,2015-03-28 16:00:19,正常完成
1743,222.74.69.66,,,,,157,2015-03-28 16:00:42,2015-03-28 16:02:20,正常完成
1744,123.151.153.35,,,,,149,2015-03-28 16:00:19,2015-03-28 16:03:18,正常完成
1745,1.61.184.63,,,,,135,2015-03-28 16:06:40,2015-03-28 16:09:50,正常完成
1746,219.133.40.16,,,,,167,2015-03-28 16:05:58,2015-03-28 16:09:58,正常完成
1747,123.151.12.152,,,,,55,2015-03-28 16:07:35,2015-03-28 16:10:06,正常完成
1748,180.99.121.164,,,,,159,2015-03-28 16:08:46,2015-03-28 16:10:48,正常完成
1749,122.192.41.162,,,,,44,2015-03-28 16:10:34,2015-03-28 16:12:19,正常完成
1750,123.151.42.48,,,,,164,2015-03-28 16:10:48,2015-03-28 16:13:24,正常完成
1751,117.136.45.138,,,,,158,2015-03-28 16:13:05,2015-03-28 16:14:16,正常完成
1752,111.161.57.31,,,,,70,2015-03-28 16:13:23,2015-03-28 16:15:22,正常完成
1753,113.5.2.7,,,,,51,2015-03-28 16:14:11,2015-03-28 16:15:43,正常完成
1754,101.226.125.14,,,,,170,2015-03-28 16:11:29,2015-03-28 16:17:24,正常完成
1755,218.202.111.42,,,,,146,2015-03-28 16:17:22,2015-03-28 16:18:29,正常完成
1756,101.226.125.14,,,,,158,2015-03-28 16:19:23,2015-03-28 16:21:33,正常完成
1757,223.104.19.16,,,,,32,2015-03-28 16:23:40,2015-03-28 16:25:44,正常完成
